Species3;Family3;Order3;Clade;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;Min.Latitude;Max.Latitude;Centroid.Latitude;Centroid.Longitude;Range.Size;Species.Status
Panyptila cayennensis;Apodidae;Apodiformes;NA;9;1;2;6;5;8,2;3,8;3;2,1;7,8;118,8;81,2;37,3;68,5;52,4;21,1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;-26,82;18,89;-2,79;-63,47441246;8548025,44;Extant
Panyptila sanctihieronymi;Apodidae;Apodiformes;NA;4;2;0;2;4;11,3;4,8;3,8;3,1;7,9;184,2;133,7;50,5;72,6;83,8;48,1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;12,67;22,46;17,25;-96,96951714;366914,5;Extant
Rhaphidura leucopygialis;Apodidae;Apodiformes;NA;5;2;2;1;4;7,4;3,4;2,7;2;10,4;116,2;77,7;38,5;66,8;38,2;13,6;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;-8,78;12,3;-0,2;108,285026;1203937,95;Extant
Rhaphidura sabini;Apodidae;Apodiformes;NA;5;2;3;0;4;6,2;2,6;2,1;2,2;11,4;123,4;82,8;41;66,8;38;16;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;-6,45;9,58;2,57;12,16779127;1774423,81;Extant
Schoutedenapus myoptilus;Apodidae;Apodiformes;NA;14;7;7;0;4;8,8;3;2,6;2,1;10,7;131,4;94,5;41,2;69,6;71,7;23,5;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;NA;NA;NA;NA;NA;Extant
Schoutedenapus schoutedeni;Apodidae;Apodiformes;NA;5;2;3;0;0;10;3;2,6;2,1;10,7;125;94,5;41,2;69,6;60,6;23,5;Inferred;NA;YES;" Beak Nares; Beak Width; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass";Schoutedenapus myoptilus;Forest;1;2;Carnivore;Invertivore;Aerial;-3,67;-2,57;-3,14;28,21281068;5524,05;Extant
Streptoprocne biscutata;Apodidae;Apodiformes;NA;6;2;4;0;4;12,8;6,4;5;3,9;21,5;192,2;125;67,1;64,8;68,1;95,81;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;-30,92;-9,4;-19,94;-45,80250257;1314750,58;Extant
Streptoprocne phelpsi;Apodidae;Apodiformes;NA;1;0;1;0;1;7,3;3,6;2,5;1,9;14;125;92,2;32,8;73,8;58;21,8;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;-0,35;6,14;3,62;-64,24173572;255999,37;Extant
Streptoprocne rutila;Apodidae;Apodiformes;NA;5;0;3;2;4;7,1;3;3,7;2;12;130;93,2;38,1;71;44,5;20,2;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;-17,92;25,81;7,17;-85,11025059;1392664,2;Extant
Streptoprocne semicollaris;Apodidae;Apodiformes;NA;3;0;1;2;2;16,5;7,4;5,8;4,2;28,4;222;154,2;67,8;69,5;72,7;175;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;16,95;27,61;21,39;-102,7238094;324675,19;Extant
Streptoprocne zonaris;Apodidae;Apodiformes;NA;5;2;3;0;4;14,4;7,7;5,3;4;22,4;212,5;139,6;73;65,7;67,2;86,79;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;-51,75;23,88;-7,35;-64,90025516;8315095,89;Extant
Tachornis furcata;Apodidae;Apodiformes;NA;1;0;1;0;1;4,5;2,5;2,1;1,8;4,6;89;32,1;56,9;36,1;49;6,5;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;8,02;11;9,32;-72,18630932;32700,66;Extant
Tachornis phoenicobia;Apodidae;Apodiformes;NA;4;2;2;0;3;5,4;2,1;1,4;1,4;7,3;101,8;73,2;28,5;72;39,8;10,2;Dunning;NA;NO;NA;NA;Grassland;1;1;Carnivore;Invertivore;Aerial;17,54;23,19;20,39;-75,97649079;194217,83;Extant
Tachornis squamata;Apodidae;Apodiformes;NA;13;5;5;3;8;6,1;3;2,8;2,1;7,7;103,7;69,1;34,7;66,5;67,3;10,97;Dunning;NA;NO;NA;NA;Woodland;1;1;Carnivore;Invertivore;Aerial;-22,2;11,39;-5,42;-59,40389436;9486321,14;Extant
Tachymarptis aequatorialis;Apodidae;Apodiformes;NA;5;2;3;0;4;14,7;5,2;4,3;3,1;16,4;207,4;149;58,2;71,9;90,2;92,8;Dunning;NA;NO;NA;NA;Shrubland;1;2;Carnivore;Invertivore;Aerial;-21,27;16,99;-5,59;32,76001235;1399846,87;Extant
Tachymarptis melba;Apodidae;Apodiformes;NA;12;5;7;0;4;12,7;5,8;4,5;3,2;15,4;219,3;159;60,4;72,5;86,2;100,38;Dunning;NA;NO;NA;NA;Rock;1;3;Carnivore;Invertivore;Aerial;-33,62;48,1;21,34;40,29124756;7307949,41;Extant
Telacanthura melanopygia;Apodidae;Apodiformes;NA;3;2;1;0;2;10,4;3,8;2,9;2,6;16,1;162;112;51;68,8;49;52;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;-0,79;7,99;3,95;6,463312219;586085,53;Extant
Telacanthura ussheri;Apodidae;Apodiformes;NA;5;2;3;0;4;8,5;3,6;2,9;2,3;12,9;145,6;103;41,8;71,1;37;32,61;Dunning;NA;NO;NA;NA;Woodland;1;1;Carnivore;Invertivore;Aerial;-26,87;15,93;-0,67;16,91925181;5188546;Extant
Zoonavena grandidieri;Apodidae;Apodiformes;NA;4;2;2;0;4;4,7;2,4;1,5;1,7;9,9;124,5;85,5;39;68,7;42,2;8;Inferred;NA;YES;Body Mass;Zoonavena thomensis;Forest;1;1;Carnivore;Invertivore;Aerial;-25,61;-11,36;-19,37;46,69388178;592268,37;Extant
Zoonavena sylvatica;Apodidae;Apodiformes;NA;5;2;3;0;4;4,7;2;1,8;1,5;10,8;110,6;76,8;34,2;69,2;30,4;16;Inferred;NA;YES;Body Mass;Rhaphidura sabini;Forest;1;1;Carnivore;Invertivore;Aerial;8,77;31,06;22,96;81,80909088;735766,35;Extant
Zoonavena thomensis;Apodidae;Apodiformes;NA;4;1;2;1;4;4,8;2,4;1,6;1,7;8,9;109,5;74,2;35,2;67,8;40,2;8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;-0,01;1,7;0,45;6,726825575;1008,51;Extant
Hemiprocne comata;Hemiprocnidae;Apodiformes;NA;8;5;3;0;4;5,7;3,1;2,8;2;6,2;128,8;68,8;53,6;56,2;75;20,63;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;-5,95;18,65;2,8;110,3610952;1482225,39;Extant
Hemiprocne coronata;Hemiprocnidae;Apodiformes;NA;4;2;2;0;4;11,9;2,9;2,9;2;8,2;152,2;106,3;46;69,8;125;29;Dunning;NA;NO;NA;NA;Woodland;2;1;Carnivore;Invertivore;Aerial;5,92;31,1;20,18;90,50212509;3347103,26;Extant
Hemiprocne longipennis;Hemiprocnidae;Apodiformes;NA;5;2;3;0;4;7,1;4;3,4;2,4;12,8;167,6;99,6;67,1;59,7;102;42,8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Aerial;-8,96;13,01;0,16;110,8145672;1465704,57;Extant
Hemiprocne mystacea;Hemiprocnidae;Apodiformes;NA;5;3;2;0;4;14,3;5,3;4,6;2,8;10,1;216,6;150,8;63,2;70,4;174,2;70,1;Dunning;NA;NO;NA;NA;Woodland;2;1;Carnivore;Invertivore;Aerial;-11,85;2,65;-5,22;141,3300468;805813,24;Extant
Abeillia abeillei;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;13;9,5;1,2;1,7;6,3;47;30,5;15,5;66,3;29,4;2,7;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;12,78;19,77;15,29;-89,79212346;144610,4;Extant
Adelomyia melanogenys;Trochilidae;Apodiformes;Coquettes;54;5;6;43;10;17,9;13,8;2,6;2,1;6;53,1;30,9;20,4;60,2;35,4;4,93;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-23,59;11,39;-4,42;-73,58432883;620219,31;Extant
Aglaeactis aliciae;Trochilidae;Apodiformes;Brilliants;5;1;2;2;4;20,3;15,5;2,5;2,1;8,1;81;49,6;30,4;62;47,4;7;Updated_literature;Dunning (2021);NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-8;-7,54;-7,74;-77,74169189;182,72;Extant
Aglaeactis castelnaudii;Trochilidae;Apodiformes;Brilliants;5;2;3;0;4;22,9;18,2;2,7;2,2;8,2;74,2;44;30;59,4;46,4;6,7;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-14,28;-9,37;-12,27;-73,64862002;23294,94;Extant
Aglaeactis cupripennis;Trochilidae;Apodiformes;Brilliants;38;2;4;32;31;22,5;16,4;2,5;1,8;7,3;81,5;50,8;30,5;62,5;49,9;7,6;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-13,7;8,02;-4,08;-76,6673632;224852,99;Extant
Aglaeactis pamela;Trochilidae;Apodiformes;Brilliants;10;4;6;0;4;22;17,8;2,6;2,4;7,7;67,8;38,8;28,7;57,4;41,4;5,5;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-17,71;-16,04;-16,88;-66,89121552;16558,41;Extant
Aglaiocercus berlepschi;Trochilidae;Apodiformes;Coquettes;4;2;2;0;2;18,4;14,4;2,1;2,1;5,3;59,4;38,7;20,7;65,3;55,4;4,97;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;10,01;10,43;10,22;-63,7419295;4153,76;Extant
Aglaiocercus coelestis;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;18,5;13,9;2;1,7;5,8;62;37,4;23,6;61,1;92,2;5,61;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-4,15;5,91;1,6;-77,8182065;28060,09;Extant
Aglaiocercus kingi;Trochilidae;Apodiformes;Coquettes;24;12;10;2;9;20,6;14,3;2,5;2,2;6,3;58,7;36,7;21,6;62,9;45,8;4,84;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-17,62;11,35;-2,03;-73,67553441;267748,93;Extant
Amazilia amabilis;Trochilidae;Apodiformes;Emeralds;22;3;14;5;6;21,3;16,4;2;1,9;4,3;52,3;32,8;18,3;64,2;29,2;4,3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-3,98;14,18;6,51;-78,67354839;298612,12;Extant
Amazilia amazilia;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;20,7;15,9;2,9;2;6,5;61,8;35,2;25,3;58,1;37,6;4,3;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-15,53;1,08;-6,41;-79,11248818;169380,82;Extant
Amazilia beryllina;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;21,3;17,4;2,3;2,1;5,7;53,4;32,7;21,1;60,8;31,8;4,5;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;13,25;30,75;19,81;-99,93635587;607143,11;Extant
Amazilia boucardi;Trochilidae;Apodiformes;Emeralds;5;1;4;0;4;22,1;17;2,2;2,2;5,3;54,4;33,4;20,8;61,6;33,6;4,5;Dunning;NA;NO;NA;NA;Shrubland;1;1;Herbivore;Nectarivore;Aerial;8,49;10,54;9,5;-84,39941969;1301,76;Extant
Amazilia brevirostris;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;19,6;15,2;2,1;1,8;5,1;48,8;30,3;18,5;62,2;28,5;4,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;2,71;10,84;6,43;-61,10262006;584285,4;Extant
Amazilia candida;Trochilidae;Apodiformes;Emeralds;5;3;2;0;4;18,7;13,4;2,3;2;5,8;51,8;32,5;19,8;62,1;28,6;3,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;12,3;21,86;17,27;-90,33670745;429525,06;Extant
Amazilia castaneiventris;Trochilidae;Apodiformes;Emeralds;8;2;3;3;7;21,9;18,4;1,9;1,6;5,2;52;31,4;20,7;60,3;30,2;5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;6,21;8,06;6,79;-73,09400891;4916,59;Extant
Amazilia chionogaster;Trochilidae;Apodiformes;Emeralds;9;4;5;0;4;25,6;19,9;2,5;2,2;6,2;57,7;35,9;21,4;62,8;32,1;5,04;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-30,21;-5,21;-16,28;-69,47792501;488801,52;Extant
Amazilia cyanifrons;Trochilidae;Apodiformes;Emeralds;5;0;0;5;4;19,4;15,2;2,3;1,7;5,7;55,6;35,6;20,4;63,5;33;5;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;1,73;10,78;3,97;-75,00795845;54906,48;Extant
Amazilia cyanocephala;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;22,8;16,8;2,4;2,2;5,9;60,8;38,3;21,7;63,9;36,6;5,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;12,65;23,77;16,4;-91,29579122;304040,65;Extant
Amazilia cyanura;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;21,9;16,4;2,4;1,9;6,8;53,9;33,8;19,6;63,3;30,4;3,9;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;9,69;15,94;13,13;-87,74100873;75350,44;Extant
Amazilia decora;Trochilidae;Apodiformes;Emeralds;14;1;13;0;4;24,8;18,9;2,1;2,6;5,1;52,3;32,6;20,4;61,6;30,8;4,7;Updated_literature;BoW;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;8,03;9,79;8,9;-83,32460032;13144,24;Extant
Amazilia edward;Trochilidae;Apodiformes;Emeralds;5;0;2;3;2;20,6;16,5;1,8;1,7;4,4;52,1;33,3;18,6;64,2;29,9;4,7;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;7,21;9,51;8,44;-80,44410384;42606,22;Extant
Amazilia fimbriata;Trochilidae;Apodiformes;Emeralds;18;7;7;4;5;22,2;17,6;2,3;2,4;4,5;52,3;32,4;18,4;63,5;30,2;4,9;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-29,97;11,53;-6,78;-57,08640825;10740118,89;Extant
Amazilia franciae;Trochilidae;Apodiformes;Emeralds;39;3;35;1;4;24,9;20,4;2,6;2;5,8;53,4;33,1;21,1;60,9;33,9;5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-9,28;7,63;-0,39;-77,05865245;247257,85;Extant
Amazilia lactea;Trochilidae;Apodiformes;Emeralds;30;4;24;2;7;22,5;16,9;2,5;2,2;4,5;53,8;32,6;20,8;61,1;30,3;4,6;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-26,65;7,3;-14,57;-55,25730642;2685677,26;Extant
Amazilia leucogaster;Trochilidae;Apodiformes;Emeralds;7;0;0;7;4;24,8;22;2,8;2,4;3,8;53,3;33,4;19,9;62,6;32,5;4,7;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;-19,1;10,27;-0,39;-49,16165809;322459,95;Extant
Amazilia luciae;Trochilidae;Apodiformes;Emeralds;2;1;1;0;1;23;17,1;2,1;2,5;3,5;54,4;35,3;19;64,9;34;4,5;Inferred;NA;YES;Body Mass;Amazilia boucardi;Shrubland;2;1;Herbivore;Nectarivore;Aerial;14,79;15,51;15,19;-87,18675814;399,27;Extant
Amazilia rosenbergi;Trochilidae;Apodiformes;Emeralds;5;1;4;0;3;23,9;19,2;2,2;2;6,2;52,8;33,6;18,6;64,5;30;3,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0,13;6,81;3,74;-77,49167834;67269,18;Extant
Amazilia rutila;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;24,5;18,8;2,7;2,1;5,1;57;35,2;20,8;62,8;38,6;5,24;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;9,55;25,59;17,18;-94,11312931;397592,64;Extant
Amazilia saucerrottei;Trochilidae;Apodiformes;Emeralds;59;8;24;27;4;20,8;16,4;2,7;2,2;4,9;51,7;34,2;18,3;65,1;30,6;4,5;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;0,81;12,81;8,68;-77,03707472;245059,3;Extant
Amazilia tobaci;Trochilidae;Apodiformes;Emeralds;5;0;5;0;4;21,9;16,2;2,3;2;6,3;52;33,4;18,4;64,6;29,6;4,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;4,75;11,35;8,15;-65,63208131;434771,48;Extant
Amazilia tzacatl;Trochilidae;Apodiformes;Emeralds;106;4;33;69;4;21,9;18,9;3,1;2,4;5,7;56,4;34,4;21,3;61,7;34,2;4,79;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,19;19,92;10,7;-81,80312277;1019992,01;Extant
Amazilia versicolor;Trochilidae;Apodiformes;Emeralds;14;2;3;9;6;19,1;13,5;1,8;2;4,3;48,2;30,5;17,7;63,4;29;4,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-30,18;7,84;-10,93;-54,80768194;5113618,06;Extant
Amazilia violiceps;Trochilidae;Apodiformes;Emeralds;5;1;4;0;4;25,9;19,4;2,7;2,2;6,3;60,4;37,2;23,3;61,5;33,2;5,1;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;17,35;32,29;23,83;-105,1925248;555825,08;Extant
Amazilia viridicauda;Trochilidae;Apodiformes;Emeralds;5;1;3;1;4;25,3;19,7;2,4;2;5;56,4;36;19,8;64,5;34,8;6,1;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-13,37;-9,27;-11,93;-73,55640997;28878,13;Extant
Amazilia viridifrons;Trochilidae;Apodiformes;Emeralds;8;2;3;3;8;23,9;21,1;3;2,4;4,5;56,2;36,3;19,9;64,6;31,8;6,3;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;15,1;17,77;16,59;-95,9744657;92833,13;Extant
Amazilia viridigaster;Trochilidae;Apodiformes;Emeralds;9;2;3;4;5;20,2;15,8;2,3;2;4,6;50,5;32,1;18,5;63,5;29,1;3,74;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;0,85;8,4;4,96;-64,84460305;278827,69;Extant
Amazilia yucatanensis;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;23,7;18,1;2,7;2,2;5,8;54,8;34,3;20,7;62,5;35,2;3,89;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;16,7;28,03;20,35;-93,59306608;395059,16;Extant
Androdon aequatorialis;Trochilidae;Apodiformes;Mangoes;5;3;2;0;4;39,9;35,5;3,1;3,2;5,7;68;40,9;26,1;61,1;41,4;7,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-0,26;8,31;4,5;-77,29795233;113195,04;Extant
Anopetia gounellei;Trochilidae;Apodiformes;Hermits;13;4;5;4;4;25,4;23,5;2,5;2,8;3,6;49,3;30,4;18,2;62,6;44;3,2;Updated_live.sample;Live sample (museum data);NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-14,53;-4,04;-9,64;-41,43011525;534925,91;Extant
Anthocephala floriceps;Trochilidae;Apodiformes;Emeralds;11;4;5;2;10;18,3;16,1;1,2;1,2;4,3;50,2;32,8;17,1;65,7;30,7;3,9;Updated_literature;Lozano et al. (2014);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;2,17;11,31;5,53;-75,01988359;11360,4;Extant
Anthracothorax dominicus;Trochilidae;Apodiformes;Mangoes;11;4;7;0;5;27,2;22,4;2,3;2,3;5;62,7;40,6;22,3;64,6;37,2;5,77;Dunning;NA;NO;NA;NA;Shrubland;3;1;Herbivore;Nectarivore;Aerial;17,47;20,09;18,83;-70,7295975;84809,6;Extant
Anthracothorax mango;Trochilidae;Apodiformes;Mangoes;4;2;2;0;4;28,6;22,5;2,5;2,3;5,9;68,4;44,4;24;64,9;42;8,3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;17,7;18,53;18,16;-77,31063798;11021,79;Extant
Anthracothorax nigricollis;Trochilidae;Apodiformes;Mangoes;27;10;13;4;6;25,7;20,8;2,4;2,4;4,5;66,3;41,2;23;64,1;37,2;7;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-32,17;12,46;-9,16;-59,0306875;9808667,81;Extant
Anthracothorax prevostii;Trochilidae;Apodiformes;Mangoes;25;7;8;10;4;28,9;21,8;2,9;2,7;4,6;65,6;42,6;21,7;66,3;34,6;6,4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;9,12;23,66;15,65;-88,31651867;774072,96;Extant
Anthracothorax veraguensis;Trochilidae;Apodiformes;Mangoes;5;2;3;0;4;27,7;21,9;2,2;2,1;5,3;65,7;42,8;23,3;64,8;34,8;7;Updated_literature;BoW;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;7,21;9,41;8,26;-81,75271976;30443,51;Extant
Anthracothorax viridigula;Trochilidae;Apodiformes;Mangoes;5;2;3;0;4;32;25,8;3;2,7;5,8;69,1;43,6;24,6;63,9;38,6;7,5;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;-3,67;10,84;1,63;-54,11884625;591465,01;Extant
Anthracothorax viridis;Trochilidae;Apodiformes;Mangoes;4;0;2;2;4;26,2;21,3;2,2;2,1;5,2;62,8;41,7;21,1;66,4;37;6,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;17,93;18,52;18,23;-66,47586937;8774,42;Extant
Aphantochroa cirrochloris;Trochilidae;Apodiformes;Emeralds;11;2;4;5;4;24,9;18,1;2,9;2,9;4,5;66,4;42,8;24,1;63,9;39,8;7,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-30,64;-6,79;-18,02;-44,18081708;1438300,99;Extant
Archilochus alexandri;Trochilidae;Apodiformes;Bees;4;2;2;0;4;21,6;17,2;1,4;1,6;3,9;42,4;27,4;15;64,4;24,5;3,39;Dunning;NA;NO;NA;NA;Forest;2;3;Herbivore;Nectarivore;Aerial;25,5;50,68;36,81;-111,1169979;2369566,67;Extant
Archilochus colubris;Trochilidae;Apodiformes;Bees;11;4;6;1;4;20,7;15,1;1,8;1,9;3,4;40,7;27,6;14,7;65;24,3;3,09;Dunning;NA;NO;NA;NA;Woodland;2;3;Omnivore;Nectarivore;Generalist;25,86;54,77;41,87;-87,71505568;4936988,47;Extant
Atthis ellioti;Trochilidae;Apodiformes;Bees;4;2;2;0;4;14,8;11;1,1;1,2;4,1;34;22,6;11,4;66,4;19;2,9;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;13,72;17,41;15,2;-90,13048125;94985,18;Extant
Atthis heloisa;Trochilidae;Apodiformes;Bees;4;2;2;0;4;14,7;10,9;1,3;1,3;4,1;34,4;22,9;11,5;66,5;21;2,2;Dunning;NA;NO;NA;NA;Forest;2;2;Herbivore;Nectarivore;Aerial;15,84;27,19;20,61;-101,5890064;247558,03;Extant
Augastes lumachella;Trochilidae;Apodiformes;Mangoes;5;1;4;0;4;21,3;15,9;2;1,7;4,6;60,1;39,6;20,5;65,9;35,5;4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-13,84;-10,09;-12,35;-41,77526721;20933,87;Extant
Augastes scutatus;Trochilidae;Apodiformes;Mangoes;5;2;3;0;4;18,2;13,7;1,6;1,7;4,5;53,4;34,6;18,4;65,3;32,6;3;Dunning;NA;NO;NA;NA;Shrubland;1;1;Herbivore;Nectarivore;Aerial;-20,86;-15;-17,85;-43,40424163;28653,28;Extant
Avocettula recurvirostris;Trochilidae;Apodiformes;Mangoes;11;4;6;1;5;18,6;14,4;2,5;2,4;3,3;55,8;32,3;22,5;58,9;28,9;4,2;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-10,32;8,78;-2,08;-56,25962205;2531616,04;Extant
Boissonneaua flavescens;Trochilidae;Apodiformes;Brilliants;19;4;7;8;4;20,9;13,9;2,7;2,4;6,4;75,2;46,3;29,2;61,3;48,4;8,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-0,85;9,55;4,62;-74,88242207;128710,18;Extant
Boissonneaua jardini;Trochilidae;Apodiformes;Brilliants;5;2;2;1;4;23,7;18,7;2,8;2,2;7,4;75;46,4;28,4;62,1;45,4;9,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-0,23;5,65;2,9;-77,09275647;30988,1;Extant
Boissonneaua matthewsii;Trochilidae;Apodiformes;Brilliants;9;3;4;2;4;23,3;16,8;2,3;2,4;6,4;72,8;45;27,7;61,8;46,3;7,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-13,61;0,89;-7,46;-76,59123405;127445,48;Extant
Calliphlox amethystina;Trochilidae;Apodiformes;Bees;9;4;5;0;7;19,3;13,8;1,5;1,7;3,8;34,8;22,5;12;65,2;24,6;2,8;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-32,42;10,93;-9,78;-53,36383604;7988128,33;Extant
Calliphlox bryantae;Trochilidae;Apodiformes;Bees;4;2;2;0;4;18,8;14,2;1,3;1,5;4;41,6;28,2;13,4;67,7;30;3,3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;8,41;10,87;9,46;-83,41056969;9185,28;Extant
Calliphlox evelynae;Trochilidae;Apodiformes;Bees;4;2;2;0;3;17,7;14,3;1,4;1,5;3,9;39,8;26,3;13,5;66,1;30;2,4;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;20,91;27,23;24,16;-76,43014667;13854,84;Extant
Calliphlox mitchellii;Trochilidae;Apodiformes;Bees;5;2;3;0;4;17,4;13;1,5;1,3;3,9;35,7;23;12,3;65,1;26,8;3,1;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-4,11;7,89;3;-77,01032839;59801,22;Extant
